batter,bowler,innings,overs,ballnumber,isWicketDelivery,team,batter_avg_wic_per_ball
DA Warner,K Rabada,2,5,1,0,PBKS,0.0295992714
DA Warner,K Rabada,2,0,2,0,PBKS,0.0295992714
DA Warner,K Rabada,1,1,2,0,PBKS,0.0295992714
DA Warner,K Rabada,2,1,1,0,PBKS,0.0295992714
PA Patel,K Rabada,1,1,4,0,PBKS,0.04662576687
PA Patel,K Rabada,1,1,2,0,PBKS,0.04662576687
PA Patel,K Rabada,1,1,5,0,PBKS,0.04662576687
PA Patel,K Rabada,1,1,7,0,PBKS,0.04662576687
MR Marsh,K Rabada,1,5,3,0,PBKS,0.03529411765
MR Marsh,K Rabada,1,5,4,0,PBKS,0.03529411765
Abhishek Sharma,K Rabada,1,4,4,0,PBKS,0.03463203463
N Rana,K Rabada,1,3,1,0,PBKS,0.03125
N Rana,K Rabada,1,3,2,0,PBKS,0.03125
Abhishek Sharma,K Rabada,1,4,6,0,PBKS,0.03463203463
N Rana,K Rabada,1,3,3,0,PBKS,0.03125
Abhishek Sharma,K Rabada,1,4,5,0,PBKS,0.03463203463
SS Iyer,K Rabada,2,5,2,0,PBKS,0.03094059406
SS Iyer,K Rabada,2,5,1,0,PBKS,0.03094059406
JC Buttler,K Rabada,2,1,3,0,PBKS,0.02947845805
JC Buttler,K Rabada,2,1,5,0,PBKS,0.02947845805
JC Buttler,K Rabada,2,1,6,0,PBKS,0.02947845805
JC Buttler,K Rabada,2,3,6,1,PBKS,0.02947845805
JC Buttler,K Rabada,2,0,3,0,PBKS,0.02947845805
SPD Smith,K Rabada,2,3,1,0,PBKS,0.02771362587
SPD Smith,K Rabada,2,3,5,0,PBKS,0.02771362587
SPD Smith,K Rabada,2,3,6,0,PBKS,0.02771362587
JC Buttler,K Rabada,2,1,1,0,PBKS,0.02947845805
JC Buttler,K Rabada,2,0,6,0,PBKS,0.02947845805
SPD Smith,K Rabada,2,3,2,0,PBKS,0.02771362587
JC Buttler,K Rabada,2,3,4,0,PBKS,0.02947845805
JC Buttler,K Rabada,2,1,4,0,PBKS,0.02947845805
JC Buttler,K Rabada,2,3,2,0,PBKS,0.02947845805
JC Buttler,K Rabada,2,3,3,0,PBKS,0.02947845805
JC Buttler,K Rabada,2,3,5,0,PBKS,0.02947845805
JC Buttler,K Rabada,2,0,4,0,PBKS,0.02947845805
JC Buttler,K Rabada,2,0,5,0,PBKS,0.02947845805
SPD Smith,K Rabada,2,3,8,0,PBKS,0.02771362587
JC Buttler,K Rabada,2,3,1,0,PBKS,0.02947845805
SPD Smith,K Rabada,2,3,7,0,PBKS,0.02771362587
V Kohli,K Rabada,2,3,2,1,PBKS,0.03296119086
RM Patidar,K Rabada,2,3,3,0,PBKS,0.01960784314
RM Patidar,K Rabada,2,3,4,0,PBKS,0.01960784314
RM Patidar,K Rabada,2,3,5,0,PBKS,0.01960784314
RM Patidar,K Rabada,2,3,6,0,PBKS,0.01960784314
RM Patidar,K Rabada,2,3,7,0,PBKS,0.01960784314
SR Watson,K Rabada,1,1,1,0,PBKS,0.03173374613
SR Watson,K Rabada,1,1,2,0,PBKS,0.03173374613
SR Watson,K Rabada,1,1,3,0,PBKS,0.03173374613
SR Watson,K Rabada,1,1,4,0,PBKS,0.03173374613
SR Watson,K Rabada,1,1,5,0,PBKS,0.03173374613
SR Watson,K Rabada,1,1,6,0,PBKS,0.03173374613
SR Watson,K Rabada,1,5,1,0,PBKS,0.03173374613
SR Watson,K Rabada,1,5,2,0,PBKS,0.03173374613
V Kohli,K Rabada,2,3,1,0,PBKS,0.03296119086
SR Watson,K Rabada,1,5,6,0,PBKS,0.03173374613
RG Sharma,K Rabada,2,1,3,0,PBKS,0.03851540616
RG Sharma,K Rabada,2,1,5,0,PBKS,0.03851540616
RG Sharma,K Rabada,2,1,6,0,PBKS,0.03851540616
RG Sharma,K Rabada,2,3,1,0,PBKS,0.03851540616
RG Sharma,K Rabada,2,3,2,0,PBKS,0.03851540616
RG Sharma,K Rabada,2,3,4,1,PBKS,0.03851540616
D Brevis,K Rabada,2,3,5,0,PBKS,0.04166666667
D Brevis,K Rabada,2,3,6,0,PBKS,0.04166666667
Q de Kock,K Rabada,2,1,1,0,PBKS,0.03507404521
Q de Kock,K Rabada,2,1,2,0,PBKS,0.03507404521
Q de Kock,K Rabada,2,1,4,0,PBKS,0.03507404521
Q de Kock,K Rabada,2,5,4,0,PBKS,0.03507404521
Q de Kock,K Rabada,2,1,3,0,PBKS,0.03507404521
Q de Kock,K Rabada,2,1,5,0,PBKS,0.03507404521
RG Sharma,K Rabada,2,1,2,0,PBKS,0.03851540616
RG Sharma,K Rabada,2,1,4,0,PBKS,0.03851540616
RG Sharma,K Rabada,2,3,3,0,PBKS,0.03851540616
MS Wade,K Rabada,2,3,2,1,PBKS,0.04854368932
B Sai Sudharsan,K Rabada,2,3,3,0,PBKS,0.03703703704
B Sai Sudharsan,K Rabada,2,5,2,0,PBKS,0.03703703704
B Sai Sudharsan,K Rabada,2,5,6,0,PBKS,0.03703703704
VR Iyer,K Rabada,2,4,4,0,PBKS,0.03703703704
VR Iyer,K Rabada,2,4,5,0,PBKS,0.03703703704
VR Iyer,K Rabada,2,4,6,0,PBKS,0.03703703704
N Rana,K Rabada,1,1,2,0,PBKS,0.03125
N Rana,K Rabada,1,1,3,0,PBKS,0.03125
N Rana,K Rabada,1,1,4,0,PBKS,0.03125
SP Narine,K Rabada,2,0,4,0,PBKS,0.085
RV Uthappa,K Rabada,1,3,1,0,PBKS,0.03830288745
RV Uthappa,K Rabada,1,3,3,0,PBKS,0.03830288745
RV Uthappa,K Rabada,1,3,5,0,PBKS,0.03830288745
B Sai Sudharsan,K Rabada,2,3,5,0,PBKS,0.03703703704
B Sai Sudharsan,K Rabada,2,5,4,0,PBKS,0.03703703704
N Rana,K Rabada,1,1,6,0,PBKS,0.03125
SP Narine,K Rabada,2,0,6,0,PBKS,0.085
SP Narine,K Rabada,2,0,5,0,PBKS,0.085
WP Saha,K Rabada,1,1,6,0,PBKS,0.04672897196
B Sai Sudharsan,K Rabada,2,3,4,0,PBKS,0.03703703704
B Sai Sudharsan,K Rabada,2,5,3,0,PBKS,0.03703703704
N Rana,K Rabada,1,1,5,0,PBKS,0.03125
RV Uthappa,K Rabada,1,3,2,0,PBKS,0.03830288745
RV Uthappa,K Rabada,1,3,4,0,PBKS,0.03830288745
RV Uthappa,K Rabada,1,3,6,0,PBKS,0.03830288745
VR Iyer,K Rabada,2,4,3,0,PBKS,0.03703703704
WP Saha,K Rabada,1,4,2,0,PBKS,0.04672897196
WP Saha,K Rabada,1,4,3,0,PBKS,0.04672897196
WP Saha,K Rabada,1,4,4,0,PBKS,0.04672897196
WP Saha,K Rabada,1,4,5,0,PBKS,0.04672897196
WP Saha,K Rabada,1,4,6,1,PBKS,0.04672897196
Abhishek Sharma,K Rabada,2,1,6,0,PBKS,0.03463203463
WP Saha,K Rabada,1,4,1,0,PBKS,0.04672897196
KS Bharat,K Rabada,2,4,6,0,PBKS,0.03278688525
V Kohli,K Rabada,1,5,1,0,PBKS,0.03296119086
V Kohli,K Rabada,1,5,2,0,PBKS,0.03296119086
KS Bharat,K Rabada,2,4,1,0,PBKS,0.03278688525
KS Bharat,K Rabada,2,4,3,0,PBKS,0.03278688525
V Kohli,K Rabada,1,5,3,0,PBKS,0.03296119086
V Kohli,K Rabada,1,5,5,0,PBKS,0.03296119086
MA Agarwal,K Rabada,1,3,2,0,PBKS,0.04861111111
PK Garg,K Rabada,1,2,3,0,PBKS,0.05263157895
PK Garg,K Rabada,1,2,4,1,PBKS,0.05263157895
RA Tripathi,K Rabada,1,2,5,0,PBKS,0.0406360424
RA Tripathi,K Rabada,1,4,1,0,PBKS,0.0406360424
RA Tripathi,K Rabada,1,4,2,0,PBKS,0.0406360424
KS Williamson,K Rabada,2,1,1,0,PBKS,0.02916666667
KS Williamson,K Rabada,2,1,2,0,PBKS,0.02916666667
KS Williamson,K Rabada,2,1,3,0,PBKS,0.02916666667
KS Williamson,K Rabada,2,1,4,0,PBKS,0.02916666667
KS Williamson,K Rabada,2,3,1,1,PBKS,0.02916666667
RA Tripathi,K Rabada,2,3,2,0,PBKS,0.0406360424
RA Tripathi,K Rabada,2,3,3,0,PBKS,0.0406360424
RA Tripathi,K Rabada,1,4,3,0,PBKS,0.0406360424
RA Tripathi,K Rabada,1,4,7,0,PBKS,0.0406360424
KS Williamson,K Rabada,2,1,5,0,PBKS,0.02916666667
RA Tripathi,K Rabada,2,3,4,0,PBKS,0.0406360424
RA Tripathi,K Rabada,2,3,6,0,PBKS,0.0406360424
RA Tripathi,K Rabada,1,2,6,0,PBKS,0.0406360424
RA Tripathi,K Rabada,2,3,5,0,PBKS,0.0406360424
WP Saha,K Rabada,1,3,1,0,PBKS,0.04672897196
WP Saha,K Rabada,1,3,2,0,PBKS,0.04672897196
WP Saha,K Rabada,1,3,5,1,PBKS,0.04672897196
HH Pandya,K Rabada,1,3,6,0,PBKS,0.02631578947
Shubman Gill,K Rabada,2,3,6,0,PBKS,0.03195739015
Shubman Gill,K Rabada,2,5,1,0,PBKS,0.03195739015
Shubman Gill,K Rabada,2,5,5,0,PBKS,0.03195739015
WP Saha,K Rabada,1,3,3,0,PBKS,0.04672897196
WP Saha,K Rabada,1,3,4,0,PBKS,0.04672897196
RV Uthappa,KH Pandya,1,5,2,0,LSG,0.03830288745
Shubman Gill,KH Pandya,2,4,4,0,LSG,0.03195739015
Shubman Gill,KH Pandya,2,4,5,0,LSG,0.03195739015
Shubman Gill,KH Pandya,2,4,6,0,LSG,0.03195739015
Shubman Gill,KH Pandya,2,4,7,0,LSG,0.03195739015
Shubman Gill,KH Pandya,1,4,4,0,LSG,0.03195739015
Shubman Gill,KH Pandya,2,4,2,0,LSG,0.03195739015
Shubman Gill,KH Pandya,1,4,1,0,LSG,0.03195739015
Shubman Gill,KH Pandya,1,4,5,0,LSG,0.03195739015
Shubman Gill,KH Pandya,1,1,1,0,LSG,0.03195739015
RV Uthappa,KH Pandya,2,1,1,0,LSG,0.03830288745
RV Uthappa,KH Pandya,2,1,2,0,LSG,0.03830288745
RV Uthappa,KH Pandya,2,1,6,0,LSG,0.03830288745
RV Uthappa,KH Pandya,2,3,4,0,LSG,0.03830288745
RV Uthappa,KH Pandya,2,3,6,1,LSG,0.03830288745
G Gambhir,KH Pandya,1,4,1,0,LSG,0.03444730077
G Gambhir,KH Pandya,1,4,2,1,LSG,0.03444730077
RV Uthappa,KH Pandya,1,4,3,0,LSG,0.03830288745
RV Uthappa,KH Pandya,1,4,5,1,LSG,0.03830288745
Shubman Gill,KH Pandya,1,1,2,0,LSG,0.03195739015
Shubman Gill,KH Pandya,1,1,6,0,LSG,0.03195739015
Shubman Gill,KH Pandya,1,3,1,0,LSG,0.03195739015
Shubman Gill,KH Pandya,1,3,4,0,LSG,0.03195739015
RV Uthappa,KH Pandya,2,1,3,0,LSG,0.03830288745
RV Uthappa,KH Pandya,1,4,4,0,LSG,0.03830288745
RV Uthappa,KH Pandya,2,3,5,0,LSG,0.03830288745
KL Rahul,KH Pandya,2,5,1,0,LSG,0.02218821729
KL Rahul,KH Pandya,2,5,2,0,LSG,0.02218821729
SR Watson,KH Pandya,1,5,5,0,LSG,0.03173374613
SR Watson,KH Pandya,1,5,6,1,LSG,0.03173374613
AT Rayudu,KH Pandya,2,4,1,0,LSG,0.03066666667
AT Rayudu,KH Pandya,2,4,2,0,LSG,0.03066666667
AT Rayudu,KH Pandya,2,4,3,1,LSG,0.03066666667
WP Saha,KH Pandya,2,4,3,0,LSG,0.04672897196
WP Saha,KH Pandya,2,4,4,0,LSG,0.04672897196
WP Saha,KH Pandya,2,4,5,0,LSG,0.04672897196
WP Saha,KH Pandya,2,4,6,0,LSG,0.04672897196
SK Raina,KH Pandya,2,1,2,0,LSG,0.03801652893
KM Jadhav,KH Pandya,2,4,4,0,LSG,0.09638554217
WP Saha,KH Pandya,2,4,2,0,LSG,0.04672897196
SPD Smith,KH Pandya,2,2,1,0,LSG,0.02771362587
SS Iyer,KH Pandya,1,1,6,0,LSG,0.03094059406
SS Iyer,KH Pandya,1,1,7,0,LSG,0.03094059406
GJ Maxwell,KH Pandya,1,0,2,0,LSG,0.06319702602
GJ Maxwell,KH Pandya,1,0,3,0,LSG,0.06319702602
SPD Smith,KH Pandya,2,2,2,0,LSG,0.02771362587
GJ Maxwell,KH Pandya,1,0,4,0,LSG,0.06319702602
SS Iyer,KH Pandya,1,1,5,0,LSG,0.03094059406
GJ Maxwell,KH Pandya,1,0,6,0,LSG,0.06319702602
MP Stoinis,KH Pandya,2,4,1,0,LSG,0.04081632653
MP Stoinis,KH Pandya,2,4,2,0,LSG,0.04081632653
MP Stoinis,KH Pandya,2,4,3,0,LSG,0.04081632653
MP Stoinis,KH Pandya,2,4,4,0,LSG,0.04081632653
MP Stoinis,KH Pandya,2,4,6,0,LSG,0.04081632653
MP Stoinis,KH Pandya,2,4,7,0,LSG,0.04081632653
MR Marsh,KH Pandya,2,3,1,0,LSG,0.03529411765
MP Stoinis,KH Pandya,2,4,5,0,LSG,0.04081632653
PP Shaw,KH Pandya,1,1,1,0,LSG,0.04955527319
PP Shaw,KH Pandya,1,1,2,0,LSG,0.04955527319
PP Shaw,KH Pandya,1,1,3,0,LSG,0.04955527319
SV Samson,KH Pandya,1,5,1,0,LSG,0.03793103448
PP Shaw,KH Pandya,1,1,4,0,LSG,0.04955527319
S Dhawan,KH Pandya,1,4,5,0,LSG,0.03237951807
SV Samson,KH Pandya,1,5,2,0,LSG,0.03793103448
SV Samson,KH Pandya,1,5,5,0,LSG,0.03793103448
SV Samson,KH Pandya,1,5,7,0,LSG,0.03793103448
S Dhawan,KH Pandya,1,4,4,0,LSG,0.03237951807
RM Patidar,KH Pandya,1,3,2,0,LSG,0.01960784314
KS Bharat,KH Pandya,1,5,2,0,LSG,0.03278688525
Washington Sundar,KH Pandya,2,4,2,1,LSG,0.03846153846
PA Patel,KH Pandya,2,5,5,0,LSG,0.04662576687
PA Patel,KH Pandya,2,5,6,0,LSG,0.04662576687
RM Patidar,KH Pandya,1,3,3,0,LSG,0.01960784314
RM Patidar,KH Pandya,1,3,6,0,LSG,0.01960784314
RM Patidar,KH Pandya,1,5,6,0,LSG,0.01960784314
KS Bharat,KH Pandya,1,5,6,0,LSG,0.03278688525
RM Patidar,KH Pandya,2,4,3,0,LSG,0.01960784314
RM Patidar,KH Pandya,2,4,6,0,LSG,0.01960784314
PA Patel,KH Pandya,2,5,3,0,LSG,0.04662576687
Q de Kock,KH Pandya,2,1,2,0,LSG,0.03507404521
RM Patidar,KH Pandya,2,4,5,0,LSG,0.01960784314
RM Patidar,KH Pandya,1,5,2,0,LSG,0.01960784314
RM Patidar,KH Pandya,1,5,3,0,LSG,0.01960784314
RM Patidar,KH Pandya,1,5,5,0,LSG,0.01960784314
PA Patel,KH Pandya,2,5,1,0,LSG,0.04662576687
Q de Kock,KH Pandya,2,1,1,0,LSG,0.03507404521
RM Patidar,KH Pandya,1,5,4,0,LSG,0.01960784314
PA Patel,KH Pandya,2,5,2,0,LSG,0.04662576687
RA Tripathi,KH Pandya,2,4,2,0,LSG,0.0406360424
RA Tripathi,KH Pandya,2,4,3,0,LSG,0.0406360424
RA Tripathi,KH Pandya,2,4,4,0,LSG,0.0406360424
RA Tripathi,KH Pandya,2,4,1,0,LSG,0.0406360424
S Dhawan,KH Pandya,2,4,2,0,LSG,0.03237951807
S Dhawan,KH Pandya,2,4,3,0,LSG,0.03237951807
S Dhawan,KH Pandya,2,4,6,0,LSG,0.03237951807
M Vijay,KH Pandya,2,4,1,0,LSG,0.03672316384
KL Rahul,KH Pandya,2,5,2,0,LSG,0.02218821729
KL Rahul,KH Pandya,2,5,6,0,LSG,0.02218821729
SK Raina,KH Pandya,2,5,1,0,LSG,0.03801652893
SK Raina,KH Pandya,2,5,4,0,LSG,0.03801652893
KL Rahul,KH Pandya,2,5,1,0,LSG,0.02218821729
KL Rahul,KH Pandya,2,5,5,0,LSG,0.02218821729
SK Raina,KH Pandya,2,5,3,0,LSG,0.03801652893
KL Rahul,KH Pandya,1,5,5,0,LSG,0.02218821729
Mandeep Singh,KH Pandya,1,2,3,0,LSG,0.05525846702
Mandeep Singh,KH Pandya,1,2,4,0,LSG,0.05525846702
Mandeep Singh,KH Pandya,1,5,2,1,LSG,0.05525846702
CH Gayle,KH Pandya,1,5,3,0,LSG,0.03565640194
CH Gayle,KH Pandya,1,5,6,0,LSG,0.03565640194
MA Agarwal,KH Pandya,2,1,5,0,LSG,0.04861111111
MA Agarwal,KH Pandya,2,3,1,0,LSG,0.04861111111
KK Nair,KH Pandya,2,5,3,0,LSG,0.04523809524
KK Nair,KH Pandya,2,5,4,1,LSG,0.04523809524
AJ Finch,KH Pandya,2,5,3,0,LSG,0.04842615012
Mandeep Singh,KH Pandya,1,0,2,0,LSG,0.05525846702
Mandeep Singh,KH Pandya,1,0,6,0,LSG,0.05525846702
Mandeep Singh,KH Pandya,1,2,1,0,LSG,0.05525846702
Mandeep Singh,KH Pandya,1,2,5,0,LSG,0.05525846702
CH Gayle,KH Pandya,1,5,4,0,LSG,0.03565640194
MA Agarwal,KH Pandya,2,1,5,0,LSG,0.04861111111
MA Agarwal,KH Pandya,2,3,2,0,LSG,0.04861111111
MA Agarwal,KH Pandya,2,3,5,0,LSG,0.04861111111
N Pooran,KH Pandya,2,5,5,0,LSG,0.1621621622
AJ Finch,KH Pandya,2,5,4,0,LSG,0.04842615012
AB de Villiers,KH Pandya,1,4,6,0,LSG,0.03492063492
MA Agarwal,KH Pandya,2,1,4,0,LSG,0.04861111111
Mandeep Singh,KH Pandya,1,2,7,0,LSG,0.05525846702
MA Agarwal,KH Pandya,2,1,6,0,LSG,0.04861111111
RR Pant,KH Pandya,2,3,2,0,LSG,0.02302631579
RR Pant,KH Pandya,2,3,3,0,LSG,0.02302631579
RR Pant,KH Pandya,2,3,4,0,LSG,0.02302631579
RR Pant,KH Pandya,2,3,6,0,LSG,0.02302631579
RR Pant,KH Pandya,2,3,5,0,LSG,0.02302631579
RA Jadeja,KH Pandya,1,4,2,0,LSG,0.04166666667
KL Rahul,KH Pandya,2,5,6,0,LSG,0.02218821729
V Kohli,KH Pandya,2,5,4,0,LSG,0.03296119086
AM Rahane,KH Pandya,1,4,2,1,LSG,0.03592814371
SS Iyer,KH Pandya,1,4,6,0,LSG,0.03094059406
WP Saha,KH Pandya,2,4,4,0,LSG,0.04672897196
SPD Smith,KH Pandya,2,5,1,0,LSG,0.02771362587
SPD Smith,KH Pandya,2,5,3,0,LSG,0.02771362587
SPD Smith,KH Pandya,2,5,6,0,LSG,0.02771362587
SS Iyer,KH Pandya,1,4,3,0,LSG,0.03094059406
WP Saha,KH Pandya,2,4,1,0,LSG,0.04672897196
WP Saha,KH Pandya,2,4,5,0,LSG,0.04672897196
M Vijay,KH Pandya,2,1,3,0,LSG,0.03672316384
M Vijay,KH Pandya,2,1,4,0,LSG,0.03672316384
M Vijay,KH Pandya,2,1,5,0,LSG,0.03672316384
M Vijay,KH Pandya,2,1,6,0,LSG,0.03672316384
AJ Finch,KH Pandya,2,5,5,0,LSG,0.04842615012
AJ Finch,KH Pandya,2,5,6,0,LSG,0.04842615012
M Vijay,KH Pandya,2,1,1,0,LSG,0.03672316384
AT Rayudu,KH Pandya,1,4,4,0,LSG,0.03066666667
BB McCullum,KH Pandya,2,4,4,0,LSG,0.04538341158
AJ Finch,KH Pandya,2,5,2,0,LSG,0.04842615012
BB McCullum,KH Pandya,2,4,2,0,LSG,0.04538341158
BB McCullum,KH Pandya,2,4,1,0,LSG,0.04538341158
BB McCullum,KH Pandya,2,4,3,0,LSG,0.04538341158
AT Rayudu,KH Pandya,1,4,3,0,LSG,0.03066666667
BB McCullum,KH Pandya,2,4,6,0,LSG,0.04538341158
JC Buttler,KH Pandya,2,2,4,0,LSG,0.02947845805
JC Buttler,KH Pandya,2,4,5,0,LSG,0.02947845805
JC Buttler,KH Pandya,2,4,6,0,LSG,0.02947845805
RA Tripathi,KH Pandya,2,2,2,1,LSG,0.0406360424
SV Samson,KH Pandya,2,2,3,0,LSG,0.03793103448
RA Tripathi,KH Pandya,2,0,3,0,LSG,0.0406360424
RA Tripathi,KH Pandya,2,0,4,0,LSG,0.0406360424
S Dhawan,KH Pandya,1,4,1,0,LSG,0.03237951807
SV Samson,KH Pandya,2,1,3,0,LSG,0.03793103448
JC Buttler,KH Pandya,2,2,2,0,LSG,0.02947845805
JC Buttler,KH Pandya,2,2,5,0,LSG,0.02947845805
SV Samson,KH Pandya,2,4,2,0,LSG,0.03793103448
SV Samson,KH Pandya,2,4,4,0,LSG,0.03793103448
RA Tripathi,KH Pandya,2,0,5,0,LSG,0.0406360424
SV Samson,KH Pandya,2,2,5,0,LSG,0.03793103448
SV Samson,KH Pandya,2,1,2,0,LSG,0.03793103448
SV Samson,KH Pandya,2,1,5,0,LSG,0.03793103448
SV Samson,KH Pandya,2,1,6,0,LSG,0.03793103448
JC Buttler,KH Pandya,2,4,3,0,LSG,0.02947845805
SV Samson,KH Pandya,2,2,4,0,LSG,0.03793103448
JC Buttler,KH Pandya,2,4,4,0,LSG,0.02947845805
SR Watson,KH Pandya,1,4,2,1,LSG,0.03173374613
SK Raina,KH Pandya,1,4,5,0,LSG,0.03801652893
SR Watson,KH Pandya,1,4,1,0,LSG,0.03173374613
SK Raina,KH Pandya,1,4,6,0,LSG,0.03801652893
JM Bairstow,KH Pandya,2,4,1,0,LSG,0.03285420945
JM Bairstow,KH Pandya,2,2,4,0,LSG,0.03285420945
JM Bairstow,KH Pandya,2,2,5,0,LSG,0.03285420945
JM Bairstow,KH Pandya,2,2,7,0,LSG,0.03285420945
JM Bairstow,KH Pandya,2,4,3,0,LSG,0.03285420945
JM Bairstow,KH Pandya,2,4,2,0,LSG,0.03285420945
JM Bairstow,KH Pandya,2,2,6,0,LSG,0.03285420945
M Vijay,KH Pandya,2,4,5,0,LSG,0.03672316384
M Vijay,KH Pandya,2,4,6,0,LSG,0.03672316384
V Kohli,KH Pandya,1,5,3,0,LSG,0.03296119086
V Kohli,KH Pandya,1,5,4,0,LSG,0.03296119086
V Kohli,KH Pandya,1,5,1,0,LSG,0.03296119086
V Kohli,KH Pandya,1,5,5,0,LSG,0.03296119086
CA Lynn,KH Pandya,1,4,6,0,LSG,0.03074141049
V Kohli,KH Pandya,2,1,4,0,LSG,0.03296119086
V Kohli,KH Pandya,2,1,6,0,LSG,0.03296119086
V Kohli,KH Pandya,2,1,3,0,LSG,0.03296119086
V Kohli,KH Pandya,2,1,5,0,LSG,0.03296119086
MS Dhoni,KH Pandya,1,4,1,0,LSG,0.02564102564
MS Dhoni,KH Pandya,1,4,3,0,LSG,0.02564102564
MS Dhoni,KH Pandya,1,4,4,0,LSG,0.02564102564
MS Dhoni,KH Pandya,1,4,5,0,LSG,0.02564102564
MS Dhoni,KH Pandya,1,4,6,0,LSG,0.02564102564
MS Dhoni,KH Pandya,1,4,7,0,LSG,0.02564102564
Ishan Kishan,KH Pandya,2,4,2,0,LSG,0.02116402116
Ishan Kishan,KH Pandya,2,4,3,0,LSG,0.02116402116
Ishan Kishan,KH Pandya,2,4,5,0,LSG,0.02116402116
PP Shaw,KH Pandya,2,2,3,0,LSG,0.04955527319
PP Shaw,KH Pandya,2,2,4,1,LSG,0.04955527319
RR Pant,KH Pandya,2,2,5,0,LSG,0.02302631579
S Dhawan,KH Pandya,2,5,4,0,LSG,0.03237951807
S Dhawan,KH Pandya,2,5,2,0,LSG,0.03237951807
S Dhawan,KH Pandya,2,5,5,0,LSG,0.03237951807
SS Tiwary,KH Pandya,1,4,4,0,LSG,0.01744186047
RR Pant,KH Pandya,2,2,6,0,LSG,0.02302631579
F du Plessis,KH Pandya,2,3,1,0,LSG,0.02953586498
F du Plessis,KH Pandya,2,3,5,0,LSG,0.02953586498
F du Plessis,KH Pandya,2,3,6,1,LSG,0.02953586498
F du Plessis,KH Pandya,1,1,1,0,LSG,0.02953586498
F du Plessis,KH Pandya,1,1,3,0,LSG,0.02953586498
M Vijay,KH Pandya,1,5,2,0,LSG,0.03672316384
F du Plessis,KH Pandya,2,1,1,0,LSG,0.02953586498
F du Plessis,KH Pandya,1,1,4,0,LSG,0.02953586498
M Vijay,KH Pandya,1,5,4,0,LSG,0.03672316384
F du Plessis,KH Pandya,2,3,2,0,LSG,0.02953586498
F du Plessis,KH Pandya,2,3,4,0,LSG,0.02953586498
F du Plessis,KH Pandya,1,1,2,0,LSG,0.02953586498
M Vijay,KH Pandya,1,5,1,0,LSG,0.03672316384
M Vijay,KH Pandya,1,5,3,0,LSG,0.03672316384
F du Plessis,KH Pandya,2,3,3,0,LSG,0.02953586498
SPD Smith,KH Pandya,1,4,1,0,LSG,0.02771362587
SPD Smith,KH Pandya,1,4,2,0,LSG,0.02771362587
SPD Smith,KH Pandya,1,4,6,0,LSG,0.02771362587
SPD Smith,KH Pandya,1,4,3,0,LSG,0.02771362587
SPD Smith,KH Pandya,1,4,5,0,LSG,0.02771362587
BA Stokes,KH Pandya,2,5,2,0,LSG,0.05405405405
BA Stokes,KH Pandya,2,5,3,0,LSG,0.05405405405
BA Stokes,KH Pandya,2,5,4,0,LSG,0.05405405405
AM Rahane,KH Pandya,2,2,6,0,LSG,0.03592814371
SS Iyer,KH Pandya,1,5,3,0,LSG,0.03094059406
AM Rahane,KH Pandya,2,1,1,0,LSG,0.03592814371
AM Rahane,KH Pandya,2,1,4,0,LSG,0.03592814371
AM Rahane,KH Pandya,2,4,1,0,LSG,0.03592814371
AM Rahane,KH Pandya,2,4,3,0,LSG,0.03592814371
AM Rahane,KH Pandya,2,4,6,0,LSG,0.03592814371
SS Iyer,KH Pandya,1,5,4,0,LSG,0.03094059406
SS Iyer,KH Pandya,1,5,6,0,LSG,0.03094059406
BA Stokes,KH Pandya,2,5,1,0,LSG,0.05405405405
BA Stokes,KH Pandya,2,5,5,0,LSG,0.05405405405
BA Stokes,KH Pandya,2,5,6,0,LSG,0.05405405405
AM Rahane,KH Pandya,2,4,5,0,LSG,0.03592814371
JR Philippe,KH Pandya,1,2,6,0,LSG,0.0350877193
JR Philippe,KH Pandya,1,2,2,0,LSG,0.0350877193
JR Philippe,KH Pandya,1,2,1,0,LSG,0.0350877193
F du Plessis,KH Pandya,1,3,1,0,LSG,0.02953586498
F du Plessis,KH Pandya,1,3,2,0,LSG,0.02953586498
F du Plessis,KH Pandya,1,3,3,0,LSG,0.02953586498
F du Plessis,KH Pandya,1,3,6,0,LSG,0.02953586498
F du Plessis,KH Pandya,1,5,1,0,LSG,0.02953586498
PP Shaw,KH Pandya,1,0,1,0,LSG,0.04955527319
PP Shaw,KH Pandya,1,0,5,0,LSG,0.04955527319
AM Rahane,KH Pandya,2,4,1,0,LSG,0.03592814371
AM Rahane,KH Pandya,2,2,1,0,LSG,0.03592814371
AM Rahane,KH Pandya,2,2,3,0,LSG,0.03592814371
AM Rahane,KH Pandya,2,2,6,0,LSG,0.03592814371
AM Rahane,KH Pandya,2,4,2,0,LSG,0.03592814371
KL Rahul,KH Pandya,2,1,1,0,LSG,0.02218821729
KL Rahul,KH Pandya,2,1,1,0,LSG,0.02218821729
KL Rahul,KH Pandya,2,1,2,0,LSG,0.02218821729
KL Rahul,KH Pandya,2,1,6,0,LSG,0.02218821729
KL Rahul,KH Pandya,2,3,3,0,LSG,0.02218821729
KL Rahul,KH Pandya,2,1,4,0,LSG,0.02218821729
KL Rahul,KH Pandya,2,1,3,0,LSG,0.02218821729
KL Rahul,KH Pandya,2,3,4,0,LSG,0.02218821729
KL Rahul,KH Pandya,2,3,6,0,LSG,0.02218821729
